	hydroxyurea_r	hydroxyurea_k	NaCl_r	NaCl_k	allantoin_r	allantoin_k	caffeine_r	caffeine_k	galactose_r	galactose_k	glycine_r	glycine_k	isoleucine_r	isoleucine_k	phleomycin_r	phleomycin_k	rapamycin_r	rapamycin_k
215-129	0.124857542	1559420.418	0.08625043	1103641.715	-1	-1	0.072443958	952343.9099	0.129089627	4519047.923	0.14157745	683195.2251	0.151865019	741886.6907	0.116022675	2761606.181	0.101686529	1102944.43
215-13	0.144205332	1232468.231	0.078399711	1053532.595	0.16752752	1140577.716	0.062778717	1121472.986	0.134807574	4191233.429	0.129833539	846003.9866	0.14005449	892269.2009	0.129107743	2971553.694	0.095557956	988126.5062
215-130	0.132967416	1921124.734	0.084274401	1289649.594	0.153416762	1483318.863	0.072011476	1357125.913	0.12844183	4328746.483	0.116065246	789302.3972	0.140512633	1199571.741	0.122399256	3119962.155	0.109776281	1837113.157
215-131	0.131231065	1616641.4	0.081656894	932184.7542	0.150976349	1151733.31	0.05944781	917295.9107	0.127596459	4179906.147	0.126180301	712818.3558	0.14114068	941960.3067	0.120164107	2963992.932	0.093039975	857216.0547
215-132	0.136043916	2083199.784	0.07875292	1151608.294	0.155835369	1451253.829	0.067481884	1152730.51	0.135239322	4396372.997	0.12441387	810389.135	0.14196628	1161003.823	0.127361628	3269290.682	0.100438168	1428939.936
215-133	0.127222509	1705475.51	0.088431364	1479183.93	0.162917595	1416444.045	0.078321851	1259010.147	0.147990159	3972790.652	0.135828395	1036661.82	0.139260102	883617.1035	0.14446033	2725847.366	0.101109662	887730.7418
215-14	0.117662435	2121037.313	0.083343774	2016835.602	0.158084675	1673730.765	0.06862197	1458048.503	0.121777281	5294344.04	0.122322293	1243684.561	0.131784365	1355235.128	0.12155251	3973464.862	0.091394134	1449730.184
215-15	0.118252038	1484804.374	0.08037624	1000030.814	-1	-1	0.064688779	962192.3006	0.117243547	4308472.002	0.128992281	712995.5925	0.141960864	849642.0969	0.113353442	3346496.016	0.102549872	1324374.027
215-16	0.128310902	1636334.084	0.083325266	1161707.556	0.162284647	1240884.957	0.067521375	896695.466	0.119169073	4367577.597	0.12743386	861247.5067	0.143984559	1215429.314	0.115739888	3361670.136	0.104076897	1277618.591
215-17	0.14085368	1642165.687	0.08553803	1146043.639	0.167604943	1383642.039	0.06893877	1050614.517	0.12561679	4741938.714	0.123781677	832229.121	0.141201707	1295188.334	0.118230527	3156992.986	0.096165924	1404561.137
215-18	0.132895305	1874755.705	0.081178459	1220739.933	0.159718508	1524559.287	0.067265557	1113232.308	0.120272953	5022716.292	0.120629094	941979.6789	0.135681849	1360025.458	0.116108912	3335878.261	0.095530013	1466575.834
215-19	0.122497916	1565018.123	0.069777047	680837.8926	-1	-1	0.073963066	920619.1662	0.107395636	4223440.809	0.129273189	892720.1054	0.138853838	994360.7512	0.108973744	3253018.671	0.095459094	1017988.891
215-21	0.131484271	1431049.904	0.078516995	678057.4839	-1	-1	0.056999685	579655.8	0.108345352	3227633.872	0.133720458	912707.7484	0.143401262	762749.4418	0.11383752	3007957.788	0.091139014	665288.0106
215-22	0.129577182	1765299.589	0.076622964	845901.5489	0.167079809	1369068.379	0.071178754	1134474.012	0.140834598	4540566.052	0.12595408	868203.4611	0.143818389	1304418.165	0.131776203	2826720.963	0.095379949	1286011.157
215-24	0.143085021	946427.7715	0.072092219	604170.2009	0.158833036	1298719.245	0.06426329	1049247.412	0.122736052	4453678.184	0.127949577	877399.9954	0.142655848	966348.751	0.113549818	2540111.655	0.100974484	1205267.509
215-25	0.128470006	1451476.973	0.073926091	814984.641	0.160888746	1391872.783	0.061446504	900898.6397	0.121537714	4739227.819	0.134632454	1149613.011	0.13231166	1039758.466	0.113195613	3130788.161	0.089869289	953098.0665
215-26	0.121127488	1663198.761	0.088084997	1362789.55	-1	-1	0.071613249	793899.216	0.129186511	4380738.588	0.126475274	725950.1797	0.145095753	1109551.099	0.120391518	3390319.142	0.092275353	1033632.218
215-27	0.13988045	1830645.967	0.084978567	1211090.105	-1	-1	0.077568357	1307964.276	0.131736183	4524770.901	0.131821162	1042811.294	0.141881207	1298640.863	0.124411101	3360775.895	0.10084289	1624940.293
215-28	0.114345945	1729766.026	0.089763335	1593628.607	-1	-1	0.073874779	975723.5837	0.115325606	4249999.74	0.137590052	913864.2884	0.139972022	1098404.427	0.12054451	3177115.925	0.1404952	930764.0809
215-29	0.119760705	1747987.86	0.084819748	1422878.439	-1	-1	0.059756478	730871.2028	0.115800532	4251893.252	0.129107089	804431.6919	0.143707336	1112826.385	0.106364675	3088456.95	0.133764034	854470.3657
215-3	0.129356196	1895974.423	0.082274448	1215708.137	0.167586916	1343641.71	0.073218038	1397946.433	0.127918166	4686782.864	0.124193681	910765.4346	0.138490345	1293832.835	0.125019883	3229199.969	0.099399531	1598838.877
215-30	0.119819517	1652395.388	0.086836869	1101814.014	0.162582959	1335042.902	0.05607441	682947.4568	0.133279132	4198966.031	0.121989514	777025.4277	0.137867391	1093522.191	0.128176115	2760199.072	0.118083154	845210.8261
215-32	0.134640972	1537698.895	0.087559299	1207139.71	0.165043653	1203498.954	0.061902802	952755.8225	0.139868701	3178124.033	0.130546788	901314.7564	0.141398729	1020874.509	0.133861835	2715893.637	0.136438111	1188704.191
215-33	0.139437071	1493699.939	0.084607809	1200908.752	0.155031741	1554344.647	0.051909647	896937.2079	0.128778684	4897821.504	0.128583229	1121665.244	0.1356521	1220785.94	0.120761867	3185016.194	0.124741031	968619.2871
215-34	0.119636256	1958628.456	0.082287689	1444786.749	-1	-1	0.066987226	1019210.689	0.133486589	5224766.768	0.123615273	1112811.168	0.136133469	1343686.665	0.127675182	3264215.941	0.138322245	1419989.676
215-35	0.124576165	1491448.871	0.08620523	1480488.544	0.168493609	1261275.702	0.073850802	1346650.29	0.126685859	4290455.703	0.130820152	915129.3201	0.141039082	996309.9921	0.120235065	2946004.213	0.12794507	1125840.82
215-36	0.140294838	1436363.493	0.080794151	1147269.05	0.165079416	1207860.782	0.068860025	1040777.051	0.135548742	4561767.804	0.133858821	1017087.698	0.14208045	1121193.354	0.1232248	2886358.621	0.124653389	857219.958
215-37	0.131659698	1601487.669	0.086630603	1306588.223	0.159476731	1310026.667	0.060607933	993633.4532	0.134057355	4543529.04	0.124576465	822883.5754	0.140339973	1193893.714	0.128508889	2689501.511	0.13290325	1178902.942
215-38	0.115401803	1425162.781	0.078245151	976708.0808	-1	-1	0.064102331	686637.7341	0.125877448	4114715.995	0.133968143	898920.1749	0.144514522	1028541.02	0.117570407	2827423.371	0.134504777	854081.9575
215-39	0.127030292	2394355.959	0.098380066	2471321.299	0.168023148	1219326.816	0.073716914	1210372.398	0.133047248	4933091.351	0.127530748	794837.9843	0.142695471	1096702.207	0.121360339	3469358.496	0.133504586	1367859.091
215-4	0.120157292	1649609.042	0.08141804	1473343.764	0.170831291	1284706.885	0.066323979	1173954.714	0.126457141	4579672.651	0.129041396	921467.5472	0.141391467	1056377.229	0.121705104	3431197.147	0.098621391	1544847.446
215-40	0.134653418	874784.9807	0.079555083	798594.9719	-1	-1	0.065798698	628903.447	0.119643533	3355888.22	0.14382307	736114.8253	0.151506718	846778.4897	0.10950126	2452362.782	0.133597514	483538.5642
215-41	0.117373404	965684.8564	0.075042151	970015.8188	0.167191477	783741.8098	0.063999264	393990.8544	0.114227866	3860750.529	0.114145608	436298.5041	0.146624527	858326.5908	0.10720036	3045011.032	0.131278754	565975.7393
215-42	0.133018561	1831702.259	0.079590066	1336564.548	0.161429952	1221608.347	0.081639903	1329408.285	0.122318837	4398464.932	0.129133663	1041934.812	0.138884253	1068917.038	0.117646693	3055071.405	0.131991002	1190125.415
215-43	0.149301661	1397580.003	0.078783955	1317459.154	0.16804251	1307928.581	0.065282847	945073.3342	0.128221474	4044023.236	0.129253266	925345.5549	0.142696284	1091172.481	0.126744333	2872142.084	0.119487814	761899.8509
215-44	0.126338595	1385225.892	0.077905007	1301946.098	0.175938566	1225690.954	0.065104691	932798.0336	0.13198893	4265857.784	0.128999119	895770.9352	0.144329035	1172480.712	0.123785961	2991929.262	0.135629928	1200252.026
215-46	0.138619862	1423854.595	0.076552896	999418.7449	0.161149279	1314242.987	0.063552855	923138.0101	0.123285859	4732576.511	0.128485323	1002453.052	0.136745394	1114030.598	0.116937871	3043734.612	0.120971399	629042.9938
215-5	0.123716861	1497572.954	0.076258561	1157072.965	-1	-1	0.076648924	1353192.274	0.1239759	4772280.114	0.124359977	1050400.994	0.135155236	1355633.381	0.116882568	3436075.998	0.094465662	1091800.823
215-51	0.139375993	1249991.573	0.075938936	879203.6735	-1	-1	0.076606321	639734.5054	0.121514595	3878006.264	0.13060327	590892.6276	0.144651749	775574.7778	0.117826868	2957757.148	0.14018089	780557.917
215-52	0.13537029	1735689.652	0.081762848	1391210.348	-1	-1	0.087239105	1230728.818	0.124490944	3928300.129	0.118996271	555800.8437	0.151024455	1009486.426	0.118424053	3114190.95	0.129616064	696870.8666
215-53	0.127606063	980754.7541	0.085363209	1081614.657	-1	-1	0.088358265	941093.6857	0.129910757	3674508.333	0.127364506	850947.4092	0.145620259	1026389.893	0.122093616	3088774.834	0.092667833	699567.2851
215-55	0.133353618	1521731.589	0.08139721	1129680.923	0.144557393	1393438.618	0.059538581	1046264.287	0.130086991	4502049.416	0.131485363	1062912.826	0.146318272	1200783.232	0.121680805	2927708.794	0.104944753	1008927.708
215-56	0.147732422	1246966.811	0.081168071	976221.2005	0.144462964	1458327.742	0.069454632	1194461.606	0.127776285	4111174.511	0.126700025	960915.7509	0.136963541	1084975.103	0.121612996	2806432.35	0.112120323	1368236.452
215-57	0.122368525	1651635.442	0.082643335	964672.5746	0.142382372	1530684.647	0.072378427	1186974.05	0.129538076	3996372.875	0.131355259	1066814.3	0.137217027	1119049.29	0.118969136	3081795.256	0.109458761	1139038.422
215-59	0.133681567	1401143.755	0.091514427	1156719.472	-1	-1	0.082143881	1195030.798	0.139102868	3659106.971	0.136341541	869217.2162	0.148878539	984298.8767	0.130507359	2891090.474	0.10819542	1065026.153
215-6	0.129162713	1787936.073	0.074086907	953526.9315	0.159023369	1229199.234	0.059954535	1217867.916	0.135574351	4345824.185	0.125365259	1014419.279	0.134760049	1279802.959	0.128246808	3107343.453	0.095794074	1107266.626
215-60	0.129780585	1464634.735	0.086157417	879914.7011	-1	-1	0.090492575	1099715.084	0.129686339	3683442.6	0.135267293	724312.3745	0.149811184	833547.7263	0.120348516	2818636.095	0.10850816	1014935.905
215-61	0.12971942	2039691.439	0.082045265	1236102.112	-1	-1	0.069200172	1172408.452	0.128395778	4368815.068	0.128290775	1063437.827	0.135767624	1104192.387	0.117592539	3263563.727	0.111181954	1504629.203
215-62	0.130736088	1476434.034	0.084128488	1244661.51	0.1474073	1457410.52	0.063093096	1078890.234	0.129603033	4365195.41	0.128487363	1052531.879	0.147400271	1307521.451	0.126128609	3218068.668	0.105793038	1209217.794
215-63	0.127055454	962791.6501	0.089978467	1144676.398	-1	-1	0.075429507	984015.332	0.127694637	4101511.068	0.133251427	738434.9252	0.149015741	948153.7196	0.122292575	3099802.615	0.100055	616255.2621
215-64	0.130117612	908002.6391	0.075591009	763819.3597	-1	-1	0.062090866	687979.5097	0.125667761	3375157.399	0.138582418	747284.5378	0.154113788	821324.3096	0.115644463	2717150.823	0.112745713	619772.2316
215-65	0.132237562	1107091.655	0.080537855	850293.2305	-1	-1	0.057836061	725773.9361	0.126464359	4351417.632	0.127223462	881042.1153	0.137710758	1123966.57	0.118627872	3113299.72	0.105771761	1051740.035
215-66	0.127229961	1587941.986	0.080319238	1125307.045	0.145588215	1568693.845	0.073629817	1202713.346	0.135332236	4642320.267	0.124691427	985129.5858	0.137116809	1391842.839	0.132077798	3260934.734	0.105265163	1086902.147
215-67	0.139444637	1373008.085	0.086446284	1155154.71	0.153246043	1117670.222	0.084324949	1208496.293	0.130252815	3791070.92	0.125185998	707261.2056	0.147032038	924340.5409	0.120716999	2943099.106	0.106571582	944733.6018
215-68	0.124508796	1342458.884	0.081771109	676424.382	-1	-1	0.072736864	970930.0021	0.123411157	3826061.999	0.132903692	773770.1632	0.150606071	863129.4372	0.111812741	2992943.291	0.10502626	713942.4191
215-69	0.123361138	1759790.801	0.084540353	1216677.481	-1	-1	0.079013573	1029138.529	0.135697215	4184753.614	0.128866625	903922.2775	0.13813106	1091603.461	0.129608209	2897374.553	0.10552271	961914.0811
215-7	0.147142777	1584771.447	0.087170672	1593293.57	0.167251099	1229542.165	0.065953277	1049437.608	0.131355568	4068986.134	0.124917261	863379.3683	0.143322709	1202905.101	0.126839173	3159809.383	0.090245953	867473.6921
215-70	0.120313105	1482747.789	0.093240869	1343572.981	-1	-1	0.070826855	829856.6213	0.119716914	3690414.865	0.119436476	592646.8484	0.140294761	964185.9117	0.117304858	3379581.601	0.114449433	1144075.778
215-71	0.133780047	1858387.313	0.083108565	1287889.094	0.153577782	1355503.87	0.078381979	1278697.492	0.148600568	4358809.3	0.127936813	878384.0914	0.141779629	1153986.49	0.146318521	3260241.755	0.108041582	1555706.375
215-72	0.131733856	2138597.134	0.083090145	1048742.703	0.155111113	1317993.108	0.081974922	1330485.685	0.136393786	4268968.42	0.134264693	1174039.618	0.141583305	1380103.541	0.127230831	3179504.265	0.100951825	1103981.046
215-73	0.124798191	1537534.428	0.079789153	970368.9674	0.14874438	1435498.857	0.066600291	1226354.51	0.143210366	4055585.595	0.130315918	1213818.201	0.133955802	1070121.452	0.1383106	3170462.987	0.104567726	897906.0648
215-74	0.130655362	1530092.811	0.08384859	1214989.015	0.143667377	1365315.837	0.067838011	1075131.655	0.133064978	4517263.652	0.125847052	958094.6027	0.135653755	1231451.462	0.130848953	3167465.169	0.103103506	1369676.795
215-75	0.119209534	1860513.408	0.080773791	970009.2284	-1	-1	0.082781265	1178502.094	0.148660767	3724761.257	0.139079729	925039.1981	0.147201743	1053874.346	0.140526438	3059965.846	0.112958832	1505169.874
215-77	0.145970534	1938224.815	0.082942477	1254940.713	0.147225009	1600256.558	0.071044014	1226298.442	0.12238838	4262302.375	0.133009637	861744.5414	0.131174901	1132894.314	0.119604658	3291186.02	0.09802395	1566980.103
215-78	0.149241436	1620769.937	0.080928125	1032859.128	-1	-1	0.067137244	1008086.785	0.120481524	3794926.231	0.130363089	992271.8731	0.136434729	1196553.893	0.115588445	3225859.168	0.101430738	1586279.277
215-8	0.124921929	1349964.943	0.078321119	882858.091	-1	-1	0.07116789	566275.1221	0.136500231	3288868.298	0.140622244	804733.8878	0.147283465	826535.5091	0.128809479	2867975.476	0.094000678	730014.6451
215-80	0.130505928	1628866.944	0.084797629	1275870.524	0.154332411	1613658.071	0.079068796	1247829.734	0.142627942	3714359.187	0.138419909	1115885.631	0.142672831	1244765.008	0.138249839	2833221.235	0.104439474	1643360.597
215-81	0.129047674	1524534.471	0.090333586	1392490.749	-1	-1	0.071613878	979634.4977	0.118946339	4073759.053	0.142107558	760270.256	0.135200029	859045.9561	0.117642895	3200364.855	0.097170786	1478160.324
215-82	0.147367546	1633761.964	0.08342668	1324847.403	0.145168932	1475624.274	0.07043155	979469.2457	0.123301174	4235931.723	0.124211414	955041.3799	0.134956438	1320764.897	0.119772886	3166865.739	0.094336956	1257535.679
215-83	0.129620456	2063737.873	0.089543248	1517321.673	-1	-1	0.074948411	1238619.631	0.128193953	3834377.529	0.128885777	910017.9024	0.140816001	1334726.863	0.123520391	3118560.114	0.101989988	1445584.636
215-84	0.125247145	1563607.364	0.088676049	1613227.221	0.158844453	1456378.115	0.074523566	962955.4522	0.145132682	4021562.084	0.138133276	1060930.712	0.139545275	927674.3854	0.147109434	2897845.117	0.093305297	1604031.674
215-85	0.131621795	1606983.296	0.080674485	933105.0799	0.145228881	1145264.873	0.068586668	1024740.489	0.12879769	3713749.981	0.141502778	917308.928	0.141329867	1067262.141	0.121581173	2902092.025	0.097972526	1335222.104
215-86	0.132990988	1870372.309	0.08992383	1387962.269	-1	-1	0.073670593	1265436.118	0.133220111	3860986.913	0.124807133	963897.4749	0.137730998	1186333.872	0.128607338	3078291.798	0.096603133	1431561.282
215-9	0.122470178	1434495.161	0.070617155	1011372.378	0.164824716	1190105.398	0.055703806	835224.8187	0.12068506	4545342.058	0.128655186	1005840.236	0.137799526	1141792.486	0.117948993	3319486.291	0.094560017	1099777.879
216-1	0.149105506	1398255.153	0.08726804	1646463.488	0.156714785	1150238.579	0.055012985	615065.3002	0.089423303	1907569.23	0.12091087	869215.0014	0.133291167	1117823.258	0.123920306	2747870.784	0.099663788	1953731.92
216-10	0.161211989	1877523.859	0.078106	1590189.794	0.168117287	1430286.122	0.050888835	920807.6138	0.094315321	2372528.84	0.129595667	1496726.06	0.142999124	1860615.558	0.122937655	3468991.429	0.102127767	1861797.719
216-11	0.152190682	1931430.391	0.080659451	1594216.019	0.173042652	1525591.154	0.077555823	1645920.64	0.096420562	2454450.383	0.141342727	1588137.287	0.147675691	1595251.436	0.129603656	3515069.84	0.103063511	2159857.14
216-120	0.185323093	785077.407	0.082096375	647850.02	0.170881701	688845.2305	0.066742248	448479.7919	0.140723041	3109190.191	0.140085712	527141.5587	0.160437786	905390.948	0.119715517	2075887.421	0.098128866	971936.529
216-121	0.142928068	1777281.307	0.085883911	1498294.348	0.149956701	1242673.537	0.046368722	875880.6785	0.097979654	2153320.977	0.126181705	989531.0778	0.140867366	1409799.103	0.118934359	3056810.768	0.105346916	1841978.605
216-122	0.154298945	1490188.299	0.086236907	1653722.675	0.156979538	1434425.036	0.078232803	1205038.61	0.099774794	1872357.162	0.124579308	963501.0126	0.142042611	1410962.579	0.125745579	2974278.747	0.106434214	2234107.01
216-123	0.157838484	1379409.152	0.078123831	1174992.676	0.164008669	1475552.896	0.044926409	874757.7563	0.096460872	1831016.45	0.131583786	1095394.835	0.151210165	1541158.68	0.130272061	3068370.594	0.099357668	1494378.819
216-124	0.145320435	1533122.933	0.090706075	1478497.28	0.160306251	991180.7379	0.07000952	1057537.805	0.135051913	4669186.671	0.128314055	784848.8879	0.150117937	1050693.535	0.122351382	2835626.459	0.109463575	1940256.464
216-126	0.134196568	1266355.121	0.079612008	1014509.885	0.152967372	906788.2605	0.068978627	856378.4323	0.097727166	1963259.687	0.141180699	1163072.509	0.143013309	861081.5873	0.117911849	3025055.268	0.104307591	1407909.197
